117,-14
299,-47
300,-133
170,-24
220,-95
-1,-13
246,50
123,34
252,-114
103,75
237,55
145,0
155,-57
170,-89
191,74
260,-22
221,49
216,104
-10,-5
182,-35
177,-20
214,-10
124,-10
202,-111
213,25
251,36
152,-59
337,-77
181,102
88,-127
273,2
162,65
238,-60
197,-272
172,-86
295,-227
-172,44
547,67
326,9
90,3
145,86
164,16
408,52
163,89
55,-32
256,39
248,-27
163,-59
194,-147
137,-17
82,-12
308,125
212,80
174,95
264,40
235,7
153,-147
208,32
175,-115
267,-20
244,58
48,-62
90,107
176,32
224,56
143,-29
347,129
70,-18
1,-49
234,-208
423,-9
187,143
-43,29
73,58
198,14
259,82
59,-1
200,44
324,93
276,26
241,-15
43,-18
163,9
273,42
229,-16
190,-57
100,75
151,-14
207,-54
196,7
207,-35
208,-135
154,7
271,-2
163,-40
126,57
203,-3
129,12
236,42
192,-16
148,-34
201,-104
192,-56
173,-5
157,194
184,18
284,33
149,76
213,31
129,-19
170,-112
148,97
174,51
128,117
260,47
86,22
195,-106
235,-85
158,-90
145,-81
231,120
203,105
176,23
301,-138
74,35
321,-8
242,-49
217,-94
93,-32
62,36
436,63
-115,7
320,11
607,24
-54,72
122,0
104,18
300,160
196,-96
101,103
286,6
262,74
126,-155
204,-53
162,44
172,97
225,198
257,113
166,-131
217,-69
215,-143
204,93
177,-74
212,-85
203,-102
167,-12
178,-51
107,-9
253,-96
149,-132
157,-116
21,-149
81,-24
250,-54
216,-1
290,7
107,73
138,-232
194,12
170,41
269,-91
204,30
109,99
304,3
52,77
313,27
247,66
11,48
251,-28
252,-20
234,-224
222,-57
89,23
108,88
49,87
442,-74
232,26
211,-56
3,-112
219,73
181,-284
240,28
245,45
209,134
198,53
226,-26
75,48
252,-51
143,-59
194,4
259,17
164,42
207,-75
181,-53
164,-33
219,-30
214,2
291,-70
249,11
85,75
111,118
13,-183
611,-22
23,29
267,139
239,-30
231,-164
300,-208
404,277
-168,227
124,-88
236,-51
366,5
193,-51
-99,-31
199,-34
383,-64
321,-55
280,-67
221,61
230,175
59,67
235,-15
274,85
232,67
45,-27
170,5
206,55
193,40
144,-34
124,121
158,17
183,69
220,-109
233,-86
149,27
172,-29
195,-35
186,-11
209,-57
260,5
179,16
245,59
131,84
131,-72
283,-61
152,-36
221,-61
237,-22
206,42
283,4
159,-159
-11,-41
320,31
292,30
-20,38
413,176
232,-91
90,-46
191,-37
248,-95
233,1
360,32
81,-58
80,12
251,1
227,25
239,-45
156,90
207,-86
167,26
249,-34
237,-39
286,56
199,50
145,-42
184,-70
203,69
202,27
187,-15
201,3
235,-73
163,-6
139,17
400,37
284,-24
172,54
213,-24
37,-79
108,144
204,71
239,105
227,66
196,39
348,103
91,-35
63,-14
200,36
296,37
206,73
85,-135
294,-215
158,35
111,40
127,8
284,-57
319,-34
502,51
-173,-19
78,168
245,-119
180,-35
233,75
161,-55
110,-30
210,65
215,92
221,2
288,-69
372,-128
154,-14
136,42
84,-28
259,78
255,36
154,-114
128,-22
325,-207
145,37
316,-86
211,-17
202,12
78,55
188,19
286,-233
202,56
150,67
326,-109
131,99
88,-86
149,15
228,-31
197,-92
116,-62
57,-172
140,51
92,38
225,-154
162,124
140,58
226,-139
106,-126
2,-73
202,-41
250,39
180,-9
129,-211
263,21
-19,-142
311,36
225,32
238,-3
138,-206
64,-71
123,67
318,118
258,-124
93,0
48,6
244,8
325,111
38,-88
223,12
182,-51
58,59
185,-62
179,75
184,-5
185,18
136,123
172,-54
87,-157
218,59
216,85
80,-99
187,-162
115,-48
210,-63
62,-26
119,19
246,-132
179,-74
215,-48
174,-34
216,-111
222,20
109,24
128,26
169,67
190,-43
183,-124
228,-15
94,-93
249,-36
146,107
179,57
41,50
255,-17
322,-25
237,28
155,-35
286,129
-91,-2
230,-131
74,1
138,15
249,-68
73,23
328,-4
20,121
-16,36
137,33
192,-17
121,-13
198,-77
139,-53
154,-5
97,40
181,35
211,-36
44,-36
259,72
123,29
184,-25
183,-19
143,-81
190,15
81,-162
252,-5
136,-60
197,-137
184,-79
109,21
96,-6
159,12
179,-169
84,30
209,-38
260,-124
159,-109
135,64
66,33
300,65
140,-132
101,-194
227,-171
158,160
168,81
183,19
149,20
205,-179
185,78
205,18
145,38
147,16
151,-77
133,-23
200,-53
168,58
179,-90
195,-28
132,-108
163,-146
131,-39
325,29
60,140
9,-147
154,92
157,87
63,-101
128,-67
156,80
223,62
93,26
127,0
194,20
211,-184
89,14
227,-70
140,-125
170,-254
175,-32
200,-6
170,89
190,116
224,86
127,-180
121,58
233,44
81,-174
200,-132
239,93
190,146
199,-251
176,58
158,-16
175,-116
53,-31
226,-4
231,16
182,4
198,-54
233,-7
167,2
50,25
250,15
246,99
6,-68
180,27
308,-25
249,117
43,-4
99,-6
60,11
150,53
162,-126
179,-20
171,104
201,-58
246,-76
182,88
115,-13
104,97
220,127
194,15
231,-186
101,26
159,24
313,-65
201,-29
152,127
168,-164
238,53
216,-81
151,101
139,-152
167,-58
51,108
98,-143
187,119
170,58
203,13
165,87
187,2
240,7
184,-16
181,35
154,85
148,-84
121,-24
254,-41
81,90
60,52
64,-217
108,188
291,43
26,-8
218,146
280,-86
239,-107
146,3
180,-73
73,-162
172,47
149,29
132,27
107,-26
185,-190
236,24
225,-5
97,36
71,36
127,-29
167,8
145,-8
194,-34
151,-50
108,49
152,121
196,-38
192,-73
100,-76
98,-7
297,-70
184,26
50,73
202,-43
84,39
90,9
132,-10
177,15
182,51
119,-95
172,-27
143,-28
127,5
139,-14
153,-103
123,6
233,30
160,63
179,-27
128,124
68,39
264,-29
48,-71
131,-39
159,80
164,62
125,12
126,-72
237,112
212,-31
112,-72
199,99
167,-8
75,107
164,-18
203,-38
194,71
211,97
145,-7
121,-25
57,141
160,217
153,-24
34,-115
73,-44
162,-55
105,167
122,-16
80,-56
153,96
227,-86
175,27
181,11
225,119
126,-7
138,27
198,-62
183,111
189,-20
170,-54
178,-7
93,34
156,14
84,-18
101,36
224,-47
163,51
192,-29
155,-109
77,112
153,0
117,44
249,2
189,-13
77,-45
146,-48
230,7
155,118
181,-43
269,84
221,-241
173,57
120,45
77,59
154,98
217,33
177,-6
146,96
147,81
129,-178
156,32
199,9
227,110
121,-58
90,72
203,111
227,-2
200,41
36,22
109,54
153,155
130,-72
203,54
22,45
144,59
93,-46
139,170
93,-71
103,105
197,73
189,29
133,8
217,149
123,-8
120,-90
134,-63
187,5
105,-7
258,-138
145,12
176,59
188,-140
104,97
106,118
46,71
141,88
236,-67
185,52
47,-97
205,26
193,80
161,-81
183,72
165,-12
197,39
143,45
245,-4
133,53
153,50
86,-210
150,-129
162,-30
197,87
80,26
179,11
81,-26
190,149
195,-62
112,-26
88,-46
220,-15
209,53
146,-70
222,14
124,216
151,-72
77,-86
162,-9
152,0
225,101
232,-159
156,51
217,-132
118,39
162,51
33,-68
188,94
206,69
104,152
78,-172
233,-3
129,-98
104,1
154,-36
132,-183
130,-14
252,-57
195,60
70,53
80,-26
66,35
95,-31
155,-34
112,98
91,0
250,-29
174,-25
47,-18
150,-34
137,-5
197,-21
166,-18
207,-83
223,-59
143,-32
223,72
179,-38
130,-43
198,-46
147,5
86,1
178,-14
128,-11
213,-71
275,50
244,-54
131,62
126,-42
194,-101
180,96
144,6
207,34
136,52
113,75
104,45
89,-50
153,-67
198,-21
145,-67
276,162
138,-2
183,55
45,90
50,0
153,0
210,-79
247,47
88,-27
-3,-62
215,-46
199,11
172,58
161,-3
130,86
162,-16
142,21
172,-50
222,23
166,64
74,-27
141,-25
59,26
175,-26
195,66
158,-7
157,134
156,97
129,41
153,-102
149,-6
155,-77
205,-44
104,-103
216,54
142,122
229,-3
165,-77
139,-103
139,-63
211,40
200,83
144,106
223,0
187,-14
57,-46
160,-53
147,-48
163,-1
146,0
184,-51
139,125
188,17
161,-129
91,-142
141,101
204,-2
95,81
253,74
110,-142
116,-6
98,-19
155,-39
174,51
98,34
143,59
72,-122
159,12
115,139
155,92
146,167
175,19
154,-17
103,-182
83,86
187,47
116,77
117,-11
247,35
140,-7
102,-195
106,-173
166,157
219,-7
165,-4
161,81
138,-52
51,43
43,-49
171,98
202,122
205,62
127,-40
179,109
121,95
161,79
135,-24
87,-190
125,166
248,32
182,-36
110,-234
35,-48
37,52
231,22
171,-19
184,68
239,77
157,88
87,-218
79,-121
124,42
146,159
149,-69
131,-107
177,-40
62,-40
220,25
148,75
72,101
107,72
142,-123
40,-115
206,-235
141,-179
157,-10
-3,69
192,113
142,64
95,-32
186,29
50,7
188,-198
211,100
104,-52
12,-154
141,17
285,-9
79,73
162,-115
152,19
111,-148
113,50
187,80
191,-88
138,-51
130,-40
118,-18
208,-23
142,-25
94,-17
109,110
168,64
151,140
156,-15
94,132
132,22
160,-87
150,-57
174,-34
136,3
203,2
101,-6
56,-18
204,38
112,61
105,11
205,-24
153,217
58,58
219,-91
100,80
89,51
196,107
225,-73
178,-7
203,5
39,142
140,59
190,-8
184,-35
101,-6
251,62
257,-105
104,51
223,-48
122,-103
155,105
149,41
104,3
130,-24
113,-39
45,-83
290,4
141,17
184,-21
100,9
123,-30
79,-27
155,-87
113,7
-11,29
205,-21
198,-9
233,5
69,49
68,8
138,-21
108,62
219,-67
117,11
196,-44
208,58
25,-66
143,-30
145,16
98,81
263,-16
181,53
109,-36
108,-84
144,86
174,86
158,-13
153,13
116,64
194,187
123,-52
128,56
162,65
